2.600000000000000000e+01 3.300330033003300301e-01
2.700000000000000000e+01 1.320132013201320120e+00
2.800000000000000000e+01 6.343634363436343193e+01
2.900000000000000000e+01 2.163216321632163286e+01
3.000000000000000000e+01 5.214521452145214653e+01
3.100000000000000000e+01 4.190419041904190678e+00
3.900000000000000000e+01 3.520352035203520025e+00
4.100000000000000000e+01 5.900590059005900168e-01
4.400000000000000000e+01 7.300730073007301035e-01
4.500000000000000000e+01 9.800980098009800523e-01
4.600000000000000000e+01 7.400740074007401414e-01
4.800000000000000000e+01 1.690169016901690080e+00
4.900000000000000000e+01 8.400840084008400765e-01
5.000000000000000000e+01 6.410641064106410880e+00
5.100000000000000000e+01 7.390739073907390377e+00
5.200000000000000000e+01 2.850285028502850260e+00
5.400000000000000000e+01 5.800580058005799788e-01
5.600000000000000000e+01 1.880188018801880245e+00
5.700000000000000000e+01 6.680668066806680017e+00
5.800000000000000000e+01 3.500350035003500504e-01
6.100000000000000000e+01 4.330433043304330099e+00
6.200000000000000000e+01 6.410641064106410880e+00
6.300000000000000000e+01 1.868186818681868289e+01
6.400000000000000000e+01 1.890189018901890172e+00
6.500000000000000000e+01 7.900790079007899980e-01
6.800000000000000000e+01 3.960396039603960361e+00
6.900000000000000000e+01 3.020302030203020571e+00
7.000000000000000000e+01 2.680268026802679948e+00
7.100000000000000000e+01 2.880288028802880262e+00
7.200000000000000000e+01 4.800480048004800993e-01
7.300000000000000000e+01 8.400840084008400765e-01
7.400000000000000000e+01 4.060406040604060074e+00
7.500000000000000000e+01 9.810981098109811782e+00
7.600000000000000000e+01 1.900190019001900321e+00
7.700000000000000000e+01 3.620362036203620626e+00
7.800000000000000000e+01 3.200320032003200477e-01
8.000000000000000000e+01 1.100110011001100174e+00
8.100000000000000000e+01 4.300430043004300096e+00
8.200000000000000000e+01 5.900590059005900168e-01
8.300000000000000000e+01 8.100810081008100738e-01
8.500000000000000000e+01 3.300330033003300301e-01
8.600000000000000000e+01 5.700570057005700519e-01
8.700000000000000000e+01 1.520152015201520213e+00
8.800000000000000000e+01 3.520352035203520025e+00
8.900000000000000000e+01 7.700770077007700332e-01
9.200000000000000000e+01 1.350135013501350123e+00
9.300000000000000000e+01 3.050305030503050574e+00
9.400000000000000000e+01 2.410241024102409924e+00
9.500000000000000000e+01 1.061106110611061126e+01
9.600000000000000000e+01 5.870587058705870831e+00
9.700000000000000000e+01 2.080208020802080338e+00
9.900000000000000000e+01 1.460146014601460207e+00
1.000000000000000000e+02 1.150115011501150253e+00
1.010000000000000000e+02 7.450745074507450383e+00
1.020000000000000000e+02 1.160116011601159958e+00
1.050000000000000000e+02 6.400640064006400953e-01
1.070000000000000000e+02 5.940594059405940541e+00
1.080000000000000000e+02 1.800180018001800164e-01
1.120000000000000000e+02 1.410141014101410128e+00
1.130000000000000000e+02 1.061106110611061126e+01
1.140000000000000000e+02 1.115111511151115131e+01
1.150000000000000000e+02 2.029202920292029333e+01
1.160000000000000000e+02 1.460146014601460207e+00
1.200000000000000000e+02 1.500150015001500137e+00
1.220000000000000000e+02 1.653165316531653062e+01
1.230000000000000000e+02 1.000000000000000000e+02
1.240000000000000000e+02 1.518151815181518138e+01
1.250000000000000000e+02 6.510651065106511481e+00
1.260000000000000000e+02 1.960196019601960105e+00
1.270000000000000000e+02 2.714271427142714188e+01
1.280000000000000000e+02 1.780178017801780088e+00
1.390000000000000000e+02 9.900990099009900902e-01
1.400000000000000000e+02 1.088108810881088040e+01
1.420000000000000000e+02 7.902790279027902898e+01
1.430000000000000000e+02 1.505150515051505167e+01
1.440000000000000000e+02 9.500950095009501606e-01
